Pseudoword,Word,Lemma,prs,n_morphemes,Length
tlêve,trêve,trêve,"(0, 1, 0)",1,5
tlèpe,trèpe,trèpe,"(0, 1, 0)",1,5
gènge,gène,gène,"(0, 1, 0)",1,5
gngou,gnou,gnou,"(0, 1, 0)",1,5
gnone,gnome,gnome,"(0, 1, 0)",1,5
gnôre,gnôle,gnôle,"(0, 1, 0)",1,5
gmole,gnole,gnole,"(0, 1, 0)",1,5
grobe,globe,globe,"(0, 1, 0)",1,5
grand,gland,gland,"(0, 1, 0)",1,5
trapw,trapu,trapu,"(0, 1, 0)",1,5
tlait,trait,trait,"(0, 1, 0)",1,5
tlain,train,train,"(0, 1, 0)",1,5
tlact,tract,tract,"(0, 1, 0)",1,5
givle,givre,givre,"(0, 1, 0)",1,5
cidle,cidre,cidre,"(0, 1, 0)",1,5
cibre,cible,cible,"(0, 1, 0)",1,5
inita,imita,imiter,"(0, 1, 0)",1,5
hwrla,hurla,hurler,"(0, 1, 0)",1,5
héras,hélas,hélas,"(0, 1, 0)",1,5
haldi,hardi,hardi,"(0, 1, 0)",1,5
gwide,guide,guide,"(0, 1, 0)",1,5
rança,lança,lancer,"(0, 1, 0)",1,5
râcha,lâcha,lâcher,"(0, 1, 0)",1,5
thyne,thune,thune,"(0, 1, 0)",1,5
totar,total,total,"(0, 1, 0)",1,5
tolve,torve,torve,"(0, 1, 0)",1,5
tolse,torse,torse,"(0, 1, 0)",1,5
graim,grain,grain,"(0, 1, 0)",1,5
glade,grade,grade,"(0, 1, 0)",1,5
glâce,grâce,grâce,"(0, 1, 0)",1,5
graar,graal,graal,"(0, 1, 0)",1,5
gogng,gong,gong,"(0, 1, 0)",1,5
gomds,gonds,gonds,"(0, 1, 0)",1,5
gorfe,golfe,golfe,"(0, 1, 0)",1,5
glief,grief,grief,"(0, 1, 0)",1,5
torlé,tollé,tollé,"(0, 1, 0)",1,5
toire,toile,toile,"(0, 1, 0)",1,5
titam,titan,titan,"(0, 1, 0)",1,5
tissw,tissu,tissu,"(0, 1, 0)",1,5
tigle,tigre,tigre,"(0, 1, 0)",1,5
tiels,tiers,tiers,"(0, 1, 0)",1,5
tieng,tien,tien,"(0, 1, 0)",1,5
joyir,jouir,jouir,"(0, 1, 0)",1,5
joyes,joues,joue,"(0, 1, 0)",1,5
jeûme,jeûne,jeûne,"(0, 1, 0)",1,5
jasel,jaser,jaser,"(0, 1, 0)",1,5
iteng,item,item,"(0, 1, 0)",1,5
isora,isola,isoler,"(0, 1, 0)",1,5
choyx,choux,choux,"(0, 1, 0)",1,5
chiri,chili,chili,"(0, 1, 0)",1,5
chèle,chère,cher,"(0, 1, 0)",1,5
chême,chêne,chêne,"(0, 1, 0)",1,5
ligye,ligue,ligue,"(0, 1, 0)",1,5
riait,liait,lier,"(0, 1, 0)",1,5
tenpe,tempe,tempe,"(0, 1, 0)",1,5
térex,télex,télex,"(0, 1, 0)",1,5
halem,harem,harem,"(0, 1, 0)",1,5
harle,halle,halle,"(0, 1, 0)",1,5
haime,haine,haine,"(0, 1, 0)",1,5
gyise,guise,guise,"(0, 1, 0)",1,5
gweux,gueux,gueux,"(0, 1, 0)",1,5
gyêpe,guêpe,guêpe,"(0, 1, 0)",1,5
tamgo,tango,tango,"(0, 1, 0)",1,5
talws,talus,talus,"(0, 1, 0)",1,5
helse,herse,herse,"(0, 1, 0)",1,5
hérom,héron,héron,"(0, 1, 0)",1,5
helbe,herbe,herbe,"(0, 1, 0)",1,5
havle,havre,havre,"(0, 1, 0)",1,5
hawte,haute,haut,"(0, 1, 0)",1,5
halpe,harpe,harpe,"(0, 1, 0)",1,5
halki,harki,harki,"(0, 1, 0)",1,5
terne,terme,terme,"(0, 1, 0)",1,5
téngu,ténu,ténu,"(0, 1, 0)",1,5
ténol,ténor,ténor,"(0, 1, 0)",1,5
tengd,tend,tendre,"(0, 1, 0)",1,5
hôter,hôtel,hôtel,"(0, 1, 0)",1,5
holde,horde,horde,"(0, 1, 0)",1,5
hongo,homo,homo,"(0, 1, 0)",1,5
hivel,hiver,hiver,"(0, 1, 0)",1,5
hibow,hibou,hibou,"(0, 1, 0)",1,5
heyrt,heurt,heurt,"(0, 1, 0)",1,5
heule,heure,heure,"(0, 1, 0)",1,5
hêtle,hêtre,hêtre,"(0, 1, 0)",1,5
tawpe,taupe,taupe,"(0, 1, 0)",1,5
tayle,taule,taule,"(0, 1, 0)",1,5
talte,tarte,tarte,"(0, 1, 0)",1,5
talin,tarin,tarin,"(0, 1, 0)",1,5
talif,tarif,tarif,"(0, 1, 0)",1,5
talée,tarée,taré,"(0, 1, 0)",1,5
résée,lésée,léser,"(0, 1, 0)",1,5
légya,légua,léguer,"(0, 1, 0)",1,5
récha,lécha,lécher,"(0, 1, 0)",1,5
ratte,latte,latte,"(0, 1, 0)",1,5
laqwe,laque,laque,"(0, 1, 0)",1,5
chayx,chaux,chaux,"(0, 1, 0)",1,5
chamt,chant,chant,"(0, 1, 0)",1,5
chanp,champ,champ,"(0, 1, 0)",1,5
châre,châle,châle,"(0, 1, 0)",1,5
chail,chair,chair,"(0, 1, 0)",1,5
certe,celte,celte,"(0, 1, 0)",1,5
cerle,celle,celui,"(0, 1, 0)",1,5
huène,hyène,hyène,"(0, 1, 0)",1,5
hytte,hutte,hutte,"(0, 1, 0)",1,5
hymus,humus,humus,"(0, 1, 0)",1,5
houre,houle,houle,"(0, 1, 0)",1,5
talom,talon,talon,"(0, 1, 0)",1,5
taboy,tabou,tabou,"(0, 1, 0)",1,5
swshi,sushi,sushi,"(0, 1, 0)",1,5
supel,super,super,"(0, 1, 0)",1,5
cèdle,cèdre,cèdre,"(0, 1, 0)",1,5
catim,catin,catin,"(0, 1, 0)",1,5
lytte,lutte,lutte,"(0, 1, 0)",1,5
lowal,loyal,loyal,"(0, 1, 0)",1,5
rocal,local,local,"(0, 1, 0)",1,5
livla,livra,livrer,"(0, 1, 0)",1,5
rissa,lissa,lisser,"(0, 1, 0)",1,5
rires,lires,lires,"(0, 1, 0)",1,5
ngaté,maté,mater,"(0, 1, 0)",1,5
splay,spray,spray,"(0, 1, 0)",1,5
spolt,sport,sport,"(0, 1, 0)",1,5
imdic,indic,indiquer,"(0, 1, 0)",1,5
imdex,index,index,"(0, 1, 0)",1,5
inper,imper,imper,"(0, 1, 0)",1,5
idore,idole,idole,"(0, 1, 0)",1,5
hynne,hymne,hymne,"(0, 1, 0)",1,5
syjet,sujet,sujet,"(0, 1, 0)",1,5
swffi,suffi,suffir,"(0, 1, 0)",1,5
swées,suées,suer,"(0, 1, 0)",1,5
swave,suave,suave,"(0, 1, 0)",1,5
styro,stylo,stylo,"(0, 1, 0)",1,5
styps,stups,stups,"(0, 1, 0)",1,5
solte,sorte,sorte,"(0, 1, 0)",1,5
jésys,jésus,jésus,"(0, 1, 0)",1,5
jeams,jeans,jeans,"(0, 1, 0)",1,5
javer,javel,javel,"(0, 1, 0)",1,5
jayne,jaune,jaune,"(0, 1, 0)",1,5
jalre,jarre,jarre,"(0, 1, 0)",1,5
stole,store,store,"(0, 1, 0)",1,5
stémo,sténo,sténo,"(0, 1, 0)",1,5
stère,stèle,stèle,"(0, 1, 0)",1,5
sqyat,squat,squat,"(0, 1, 0)",1,5
malré,marré,marrer,"(0, 1, 0)",1,5
naqué,maqué,maquer,"(0, 1, 0)",1,5
gnais,mais,mais,"(0, 1, 0)",1,5
calte,carte,carte,"(0, 1, 0)",1,5
calpe,carpe,carpe,"(0, 1, 0)",1,5
camon,canon,canon,"(0, 1, 0)",1,5
camif,canif,canif,"(0, 1, 0)",1,5
cagne,cane,cane,"(0, 1, 0)",1,5
minge,mine,mine,"(0, 1, 0)",1,5
ngima,mima,mimer,"(0, 1, 0)",1,5
nieux,mieux,mieux,"(0, 1, 0)",1,5
meule,meure,mourir,"(0, 1, 0)",1,5
joyay,joyau,joyau,"(0, 1, 0)",1,5
joyte,joute,joute,"(0, 1, 0)",1,5
jokel,joker,joker,"(0, 1, 0)",1,5
jewne,jeune,jeune,"(0, 1, 0)",1,5
jewdi,jeudi,jeudi,"(0, 1, 0)",1,5
soyte,soute,soute,"(0, 1, 0)",1,5
souli,souri,sourire,"(0, 1, 0)",1,5
soyrd,sourd,sourd,"(0, 1, 0)",1,5
sowci,souci,souci,"(0, 1, 0)",1,5
solts,sorts,sorts,"(0, 1, 0)",1,5
meure,meule,meule,"(0, 1, 0)",1,5
gnêla,mêla,mêler,"(0, 1, 0)",1,5
nguni,muni,munir,"(0, 1, 0)",1,5
mygis,mugis,mugir,"(0, 1, 0)",1,5
gnuai,muai,muai,"(0, 1, 0)",1,5
noule,moule,moule,"(0, 1, 0)",1,5
momta,monta,monter,"(0, 1, 0)",1,5
canar,canal,canal,"(0, 1, 0)",1,5
cangp,camp,camp,"(0, 1, 0)",1,5
cabli,cabri,cabri,"(0, 1, 0)",1,5
byste,buste,buste,"(0, 1, 0)",1,5
burbe,bulbe,bulbe,"(0, 1, 0)",1,5
soble,sobre,sobre,"(0, 1, 0)",1,5
rabel,label,label,"(0, 1, 0)",1,5
kiuis,kiwis,kiwis,"(0, 1, 0)",1,5
karna,karma,karma,"(0, 1, 0)",1,5
jwdas,judas,juda,"(0, 1, 0)",1,5
sirex,silex,silex,"(0, 1, 0)",1,5
sigre,sigle,sigle,"(0, 1, 0)",1,5
sieng,sien,sien,"(0, 1, 0)",1,5
sholt,short,short,"(0, 1, 0)",1,5
lange,lame,lame,"(0, 1, 0)",1,5
lagna,lama,lama,"(0, 1, 0)",1,5
raïus,laïus,laïus,"(0, 1, 0)",1,5
sorex,solex,solex,"(0, 1, 0)",1,5
soing,soin,soin,"(0, 1, 0)",1,5
soeyr,soeur,soeur,"(0, 1, 0)",1,5
socre,socle,socle,"(0, 1, 0)",1,5
sémat,sénat,sénat,"(0, 1, 0)",1,5
seron,selon,selon,"(0, 1, 0)",1,5
réger,léger,léger,"(0, 1, 0)",1,5
reçon,leçon,leçon,"(0, 1, 0)",1,5
rasso,lasso,lasso,"(0, 1, 0)",1,5
lasel,laser,laser,"(0, 1, 0)",1,5
rarve,larve,larve,"(0, 1, 0)",1,5
rarme,larme,larme,"(0, 1, 0)",1,5
lalge,large,large,"(0, 1, 0)",1,5
srave,slave,slave,"(0, 1, 0)",1,5
silop,sirop,sirop,"(0, 1, 0)",1,5
siowx,sioux,sioux,"(0, 1, 0)",1,5
sinws,sinus,sinus,"(0, 1, 0)",1,5
bryte,brute,brut,"(0, 1, 0)",1,5
blume,brume,brume,"(0, 1, 0)",1,5
ngoie,noie,noyer,"(0, 1, 0)",1,5
niqye,nique,niquer,"(0, 1, 0)",1,5
miais,niais,niais,"(0, 1, 0)",1,5
meige,neige,neige,"(0, 1, 0)",1,5
mavré,navré,navrer,"(0, 1, 0)",1,5
nutât,mutât,muter,"(0, 1, 0)",1,5
gnuse,muse,muse,"(0, 1, 0)",1,5
rieue,lieue,lieue,"(0, 1, 0)",1,5
liegn,lien,lien,"(0, 1, 0)",1,5
riège,liège,liège,"(0, 1, 0)",1,5
lible,libre,libre,"(0, 1, 0)",1,5
rèvre,lèvre,lèvre,"(0, 1, 0)",1,5
lèple,lèpre,lèpre,"(0, 1, 0)",1,5
seuir,seuil,seuil,"(0, 1, 0)",1,5
selpe,serpe,serpe,"(0, 1, 0)",1,5
sélie,série,série,"(0, 1, 0)",1,5
sarsa,salsa,salsa,"(0, 1, 0)",1,5
litle,litre,litre,"(0, 1, 0)",1,5
riste,liste,liste,"(0, 1, 0)",1,5
ringe,linge,linge,"(0, 1, 0)",1,5
limom,limon,limon,"(0, 1, 0)",1,5
rilas,lilas,lilas,"(0, 1, 0)",1,5
right,light,light,"(0, 1, 0)",1,5
seign,sein,sein,"(0, 1, 0)",1,5
séamt,séant,séant,"(0, 1, 0)",1,5
scole,score,score,"(0, 1, 0)",1,5
sceay,sceau,sceau,"(0, 1, 0)",1,5
sbile,sbire,sbire,"(0, 1, 0)",1,5
bluit,bruit,bruit,"(0, 1, 0)",1,5
bring,brin,brin,"(0, 1, 0)",1,5
blibe,bribe,bribe,"(0, 1, 0)",1,5
blève,brève,bref,"(0, 1, 0)",1,5
bleak,break,break,"(0, 1, 0)",1,5
blavo,bravo,bravo,"(0, 1, 0)",1,5
boyay,boyau,boyau,"(0, 1, 0)",1,5
payme,paume,paume,"(0, 1, 0)",1,5
pâtil,pâtir,pâtir,"(0, 1, 0)",1,5
parra,parla,parler,"(0, 1, 0)",1,5
pamse,panse,panse,"(0, 1, 0)",1,5
parpa,palpa,palper,"(0, 1, 0)",1,5
ovure,ovule,ovule,"(0, 1, 0)",1,5
lotys,lotus,lotus,"(0, 1, 0)",1,5
roque,loque,loque,"(0, 1, 0)",1,5
sayle,saule,saule,"(0, 1, 0)",1,5
saour,saoul,saoul,"(0, 1, 0)",1,5
sangs,sans,sans,"(0, 1, 0)",1,5
sanba,samba,samba,"(0, 1, 0)",1,5
sarve,salve,salve,"(0, 1, 0)",1,5
salyt,salut,salut,"(0, 1, 0)",1,5
sarto,salto,salto,"(0, 1, 0)",1,5
nagma,magma,magma,"(0, 1, 0)",1,5
rycée,lycée,lycée,"(0, 1, 0)",1,5
lwndi,lundi,lundi,"(0, 1, 0)",1,5
saron,salon,salon,"(0, 1, 0)",1,5
sarle,salle,salle,"(0, 1, 0)",1,5
saimt,saint,saint,"(0, 1, 0)",1,5
saign,sain,sain,"(0, 1, 0)",1,5
rwsse,russe,russe,"(0, 1, 0)",1,5
rurar,rural,rural,"(0, 1, 0)",1,5
rubie,lubie,lubie,"(0, 1, 0)",1,5
louer,loyer,loyer,"(0, 1, 0)",1,5
owvré,ouvré,ouvrer,"(0, 1, 0)",1,5
owtré,outré,outrer,"(0, 1, 0)",1,5
oytre,outre,outre,"(0, 1, 0)",1,5
omble,ombre,ombre,"(0, 1, 0)",1,5
boyse,bouse,bouse,"(0, 1, 0)",1,5
boulg,bourg,bourg,"(0, 1, 0)",1,5
boyée,bouée,bouée,"(0, 1, 0)",1,5
bonws,bonus,bonus,"(0, 1, 0)",1,5
boeyf,boeuf,boeuf,"(0, 1, 0)",1,5
bocar,bocal,bocal,"(0, 1, 0)",1,5
namie,mamie,mamie,"(0, 1, 0)",1,5
marle,malle,malle,"(0, 1, 0)",1,5
ngâle,mâle,mâle,"(0, 1, 0)",1,5
maimt,maint,maint,"(0, 1, 0)",1,5
maing,main,main,"(0, 1, 0)",1,5
rygby,rugby,rugby,"(0, 1, 0)",1,5
ryche,ruche,ruche,"(0, 1, 0)",1,5
lubis,rubis,rubis,"(0, 1, 0)",1,5
rwban,ruban,ruban,"(0, 1, 0)",1,5
loute,route,route,"(0, 1, 0)",1,5
louge,rouge,rouge,"(0, 1, 0)",1,5
lotin,rotin,rotin,"(0, 1, 0)",1,5
loses,roses,rose,"(0, 1, 0)",1,5
rongd,rond,rond,"(0, 1, 0)",1,5
loche,roche,roche,"(0, 1, 0)",1,5
lobot,robot,robot,"(0, 1, 0)",1,5
lives,rives,rive,"(0, 1, 0)",1,5
lival,rival,rival,"(0, 1, 0)",1,5
mayve,mauve,mauve,"(0, 1, 0)",1,5
gnath,math,mathématique,"(0, 1, 0)",1,5
gnari,mari,mari,"(0, 1, 0)",1,5
gnare,mare,mare,"(0, 1, 0)",1,5
mamif,manif,manif,"(0, 1, 0)",1,5
blwes,blues,blues,"(0, 1, 0)",1,5
blomd,blond,blond,"(0, 1, 0)",1,5
brocs,blocs,blocs,"(0, 1, 0)",1,5
blêne,blême,blême,"(0, 1, 0)",1,5
pirlé,pillé,piller,"(0, 1, 0)",1,5
pigel,piger,piger,"(0, 1, 0)",1,5
pétli,pétri,pétrir,"(0, 1, 0)",1,5
perçw,perçu,perçu,"(0, 1, 0)",1,5
pelça,perça,percer,"(0, 1, 0)",1,5
peime,peine,peine,"(0, 1, 0)",1,5
plimo,primo,primo,"(0, 1, 0)",1,5
létro,rétro,rétro,"(0, 1, 0)",1,5
létif,rétif,rétif,"(0, 1, 0)",1,5
ngémo,mémo,mémo,"(0, 1, 0)",1,5
gnémé,mémé,mémé,"(0, 1, 0)",1,5
ngéga,méga,méga,"(0, 1, 0)",1,5
gnayo,mayo,mayonnaise,"(0, 1, 0)",1,5
romce,ronce,ronce,"(0, 1, 0)",1,5
loide,roide,roide,"(0, 1, 0)",1,5
lodéo,rodéo,rodéo,"(0, 1, 0)",1,5
lênes,rênes,rênes,"(0, 1, 0)",1,5
métar,métal,métal,"(0, 1, 0)",1,5
merre,merle,merle,"(0, 1, 0)",1,5
menye,menue,menu,"(0, 1, 0)",1,5
ritar,rital,rital,"(0, 1, 0)",1,5
lipou,ripou,ripou,"(0, 1, 0)",1,5
ringg,ring,ring,"(0, 1, 0)",1,5
liche,riche,riche,"(0, 1, 0)",1,5
plêté,prêté,prêté,"(0, 1, 0)",1,5
plête,prête,prête,"(0, 1, 0)",1,5
plêta,prêta,prêta,"(0, 1, 0)",1,5
polte,porte,porte,"(0, 1, 0)",1,5
branc,blanc,blanc,"(0, 1, 0)",1,5
birle,bille,bille,"(0, 1, 0)",1,5
bijoy,bijou,bijou,"(0, 1, 0)",1,5
bièle,bière,bière,"(0, 1, 0)",1,5
biems,biens,bien,"(0, 1, 0)",1,5
bidom,bidon,bidon,"(0, 1, 0)",1,5
bibre,bible,bible,"(0, 1, 0)",1,5
belge,berge,berge,"(0, 1, 0)",1,5
bélet,béret,béret,"(0, 1, 0)",1,5
bemne,benne,benne,"(0, 1, 0)",1,5
bénol,bémol,bémol,"(0, 1, 0)",1,5
mimce,mince,mince,"(0, 1, 0)",1,5
mirle,mille,mille,"(0, 1, 0)",1,5
ngien,mien,mien,"(0, 1, 0)",1,5
ngiel,miel,miel,"(0, 1, 0)",1,5
miclo,micro,micro,"(0, 1, 0)",1,5
meyte,meute,meute,"(0, 1, 0)",1,5
métlo,métro,métro,"(0, 1, 0)",1,5
nétis,métis,métis,"(0, 1, 0)",1,5
lesto,resto,resto,"(0, 1, 0)",1,5
lepos,repos,repos,"(0, 1, 0)",1,5
lépit,répit,répit,"(0, 1, 0)",1,5
lepas,repas,repas,"(0, 1, 0)",1,5
lente,rente,rente,"(0, 1, 0)",1,5
layon,rayon,rayon,"(0, 1, 0)",1,5
lavin,ravin,ravin,"(0, 1, 0)",1,5
mitle,mitre,mitre,"(0, 1, 0)",1,5
minws,minus,minus,"(0, 1, 0)",1,5
ninou,minou,minou,"(0, 1, 0)",1,5
mingi,mini,mini,"(0, 1, 0)",1,5
lejet,rejet,rejet,"(0, 1, 0)",1,5
légal,régal,régal,"(0, 1, 0)",1,5
lefus,refus,refus,"(0, 1, 0)",1,5
lecul,recul,recul,"(0, 1, 0)",1,5
ladio,radio,radio,"(0, 1, 0)",1,5
molue,morue,morue,"(0, 1, 0)",1,5
morar,moral,moral,"(0, 1, 0)",1,5
momde,monde,monde,"(0, 1, 0)",1,5
nomie,momie,momie,"(0, 1, 0)",1,5
ngôme,môme,môme,"(0, 1, 0)",1,5
nolle,molle,mou,"(0, 1, 0)",1,5
gnoka,moka,moka,"(0, 1, 0)",1,5
ngois,mois,mois,"(0, 1, 0)",1,5
lécit,récit,récit,"(0, 1, 0)",1,5
lêche,rêche,rêche,"(0, 1, 0)",1,5
lecel,recel,recel,"(0, 1, 0)",1,5
lébus,rébus,rébus,"(0, 1, 0)",1,5
berge,belge,belge,"(0, 1, 0)",1,5
beayx,beaux,beau,"(0, 1, 0)",1,5
bazal,bazar,bazar,"(0, 1, 0)",1,5
lafle,rafle,rafler,"(0, 1, 0)",1,5
lacla,racla,racler,"(0, 1, 0)",1,5
qyête,quête,quête,"(0, 1, 0)",1,5
qyand,quand,quand,"(0, 1, 0)",1,5
pyrge,purge,purge,"(0, 1, 0)",1,5
bayoy,bayou,bayou,"(0, 1, 0)",1,5
bayme,baume,baume,"(0, 1, 0)",1,5
nutin,mutin,mutin,"(0, 1, 0)",1,5
ngule,mule,mule,"(0, 1, 0)",1,5
mufre,mufle,mufle,"(0, 1, 0)",1,5
ngoue,moue,moue,"(0, 1, 0)",1,5
motys,motus,motus,"(0, 1, 0)",1,5
moter,motel,motel,"(0, 1, 0)",1,5
norve,morve,morve,"(0, 1, 0)",1,5
lanch,ranch,ranch,"(0, 1, 0)",1,5
lance,rance,rance,"(0, 1, 0)",1,5
laids,raids,raid,"(0, 1, 0)",1,5
ladis,radis,radis,"(0, 1, 0)",1,5
gnase,nase,nase,"(0, 1, 0)",1,5
gnana,nana,nana,"(0, 1, 0)",1,5
ngain,nain,nain,"(0, 1, 0)",1,5
ngaïf,naïf,naïf,"(0, 1, 0)",1,5
nacle,nacre,nacre,"(0, 1, 0)",1,5
nyope,myope,myope,"(0, 1, 0)",1,5
radim,radin,radin,"(0, 1, 0)",1,5
ladar,radar,radar,"(0, 1, 0)",1,5
râbre,râble,râble,"(0, 1, 0)",1,5
qwota,quota,quota,"(0, 1, 0)",1,5
qyeue,queue,queue,"(0, 1, 0)",1,5
balon,baron,baron,"(0, 1, 0)",1,5
baljo,barjo,barjo,"(0, 1, 0)",1,5
barir,baril,barril,"(0, 1, 0)",1,5
balda,barda,barda,"(0, 1, 0)",1,5
remwa,remua,remuer,"(0, 1, 0)",1,5
règme,règne,règne,"(0, 1, 0)",1,5
lègle,règle,règle,"(0, 1, 0)",1,5
lanci,ranci,rancir,"(0, 1, 0)",1,5
ranpa,rampa,ramper,"(0, 1, 0)",1,5
barle,balle,balle,"(0, 1, 0)",1,5
barai,balai,balai,"(0, 1, 0)",1,5
ngéon,néon,néon,"(0, 1, 0)",1,5
méant,néant,néant,"(0, 1, 0)",1,5
gnazi,nazi,nazi,"(0, 1, 0)",1,5
ngaze,naze,naze,"(0, 1, 0)",1,5
qualt,quart,quart,"(0, 1, 0)",1,5
qwant,quant,quant,"(0, 1, 0)",1,5
purim,purin,purin,"(0, 1, 0)",1,5
pulée,purée,purée,"(0, 1, 0)",1,5
pungk,punk,punk,"(0, 1, 0)",1,5
pugna,puma,puma,"(0, 1, 0)",1,5
pwlpe,pulpe,pulpe,"(0, 1, 0)",1,5
pyits,puits,puits,"(0, 1, 0)",1,5
motes,notes,note,"(0, 1, 0)",1,5
norne,norme,norme,"(0, 1, 0)",1,5
noeyd,noeud,noeud,"(0, 1, 0)",1,5
ngoël,noël,noël,"(0, 1, 0)",1,5
mocif,nocif,nocif,"(0, 1, 0)",1,5
gnoce,noce,noce,"(0, 1, 0)",1,5
nobre,noble,noble,"(0, 1, 0)",1,5
meveu,neveu,neveu,"(0, 1, 0)",1,5
ngeuf,neuf,neuf,"(0, 1, 0)",1,5
ngets,nets,net,"(0, 1, 0)",1,5
baign,bain,bain,"(0, 1, 0)",1,5
bahyt,bahut,bahut,"(0, 1, 0)",1,5
bagme,bagne,bagne,"(0, 1, 0)",1,5
bacom,bacon,bacon,"(0, 1, 0)",1,5
logne,rogne,rogne,"(0, 1, 0)",1,5
linça,rinça,rincer,"(0, 1, 0)",1,5
leste,reste,rester,"(0, 1, 0)",1,5
lesta,resta,resta,"(0, 1, 0)",1,5
avrir,avril,avril,"(0, 1, 0)",1,5
nwque,nuque,nuque,"(0, 1, 0)",1,5
gnuit,nuit,nuit,"(0, 1, 0)",1,5
noyaw,noyau,noyau,"(0, 1, 0)",1,5
gnous,nous,nous,"(0, 1, 0)",1,5
pybis,pubis,pubis,"(0, 1, 0)",1,5
plune,prune,prune,"(0, 1, 0)",1,5
prwde,prude,prude,"(0, 1, 0)",1,5
ploue,proue,proue,"(0, 1, 0)",1,5
plose,prose,prose,"(0, 1, 0)",1,5
prono,promo,promo,"(0, 1, 0)",1,5
plolo,prolo,prolo,"(0, 1, 0)",1,5
ploie,proie,proie,"(0, 1, 0)",1,5
nowba,nouba,nouba,"(0, 1, 0)",1,5
motre,notre,notre,"(0, 1, 0)",1,5
avale,avare,avare,"(0, 1, 0)",1,5
auter,autel,autel,"(0, 1, 0)",1,5
aydio,audio,audio,"(0, 1, 0)",1,5
aycun,aucun,aucun,"(0, 1, 0)",1,5
sawva,sauva,sauver,"(0, 1, 0)",1,5
sawce,sauce,sauce,"(0, 1, 0)",1,5
sable,sabre,sabre,"(0, 1, 0)",1,5
luine,ruine,ruine,"(0, 1, 0)",1,5
roura,roula,rouler,"(0, 1, 0)",1,5
lossa,rossa,rosser,"(0, 1, 0)",1,5
préaw,préau,préau,"(0, 1, 0)",1,5
ongre,ongle,ongle,"(0, 1, 0)",1,5
orive,olive,olive,"(0, 1, 0)",1,5
odewr,odeur,odeur,"(0, 1, 0)",1,5
obtys,obtus,obtus,"(0, 1, 0)",1,5
obore,obole,obole,"(0, 1, 0)",1,5
nwlon,nylon,nylon,"(0, 1, 0)",1,5
oldre,ordre,ordre,"(0, 1, 0)",1,5
olage,orage,orage,"(0, 1, 0)",1,5
opiym,opium,opium,"(0, 1, 0)",1,5
powpe,poupe,poupe,"(0, 1, 0)",1,5
poyls,pouls,puls,"(0, 1, 0)",1,5
poure,poule,poule,"(0, 1, 0)",1,5
poyce,pouce,pouce,"(0, 1, 0)",1,5
polts,ports,ports,"(0, 1, 0)",1,5
polto,porto,porto,"(0, 1, 0)",1,5
porar,polar,polar,"(0, 1, 0)",1,5
pokel,poker,poker,"(0, 1, 0)",1,5
poile,poire,poire,"(0, 1, 0)",1,5
ovare,ovale,ovale,"(0, 1, 0)",1,5
owtil,outil,outil,"(0, 1, 0)",1,5
oyest,ouest,ouest,"(0, 1, 0)",1,5
owbli,oubli,oubli,"(0, 1, 0)",1,5
owate,ouate,ouate,"(0, 1, 0)",1,5
osiel,osier,osier,"(0, 1, 0)",1,5
oscal,oscar,oscar,"(0, 1, 0)",1,5
olque,orque,orque,"(0, 1, 0)",1,5
orgwe,orgue,orgue,"(0, 1, 0)",1,5
olgie,orgie,orgie,"(0, 1, 0)",1,5
atoyt,atout,atout,"(0, 1, 0)",1,5
atone,atome,atome,"(0, 1, 0)",1,5
atras,atlas,atlas,"(0, 1, 0)",1,5
astle,astre,astre,"(0, 1, 0)",1,5
asire,asile,asile,"(0, 1, 0)",1,5
alrêt,arrêt,arrêt,"(0, 1, 0)",1,5
alôme,arôme,arôme,"(0, 1, 0)",1,5
alide,aride,aride,"(0, 1, 0)",1,5
soydé,soudé,souder,"(0, 1, 0)",1,5
sigme,signe,signe,"(0, 1, 0)",1,5
sévil,sévir,sévir,"(0, 1, 0)",1,5
selra,serra,serrer,"(0, 1, 0)",1,5
serle,selle,selle,"(0, 1, 0)",1,5
algot,argot,argot,"(0, 1, 0)",1,5
palne,palme,palme,"(0, 1, 0)",1,5
pares,pales,pales,"(0, 1, 0)",1,5
paign,pain,pain,"(0, 1, 0)",1,5
polno,porno,porno,"(0, 1, 0)",1,5
poles,pores,pore,"(0, 1, 0)",1,5
pognt,pont,pont,"(0, 1, 0)",1,5
pomey,poney,poney,"(0, 1, 0)",1,5
porka,polka,polka,"(0, 1, 0)",1,5
alête,arête,arête,"(0, 1, 0)",1,5
arème,arène,arène,"(0, 1, 0)",1,5
alche,arche,arche,"(0, 1, 0)",1,5
albre,arbre,arbre,"(0, 1, 0)",1,5
alabe,arabe,arabe,"(0, 1, 0)",1,5
appyi,appui,appuyer,"(0, 1, 0)",1,5
apper,appel,appel,"(0, 1, 0)",1,5
angus,anus,anus,"(0, 1, 0)",1,5
antle,antre,antre,"(0, 1, 0)",1,5
angse,anse,anse,"(0, 1, 0)",1,5
agnis,anis,anis,"(0, 1, 0)",1,5
amoul,amour,amour,"(0, 1, 0)",1,5
anger,amer,amer,"(0, 1, 0)",1,5
paloi,paroi,paroi,"(0, 1, 0)",1,5
palas,paras,paras,"(0, 1, 0)",1,5
pamne,panne,panne,"(0, 1, 0)",1,5
poêre,poêle,poêle,"(0, 1, 0)",1,5
plwie,pluie,pluie,"(0, 1, 0)",1,5
