Pseudoword,Word,Lemma,prs,n_morphemes,Length
tlaiteur,traiteur,traiter,"(0, 1, 1)",2,8
traîneay,traîneau,traîner,"(0, 1, 1)",2,8
hébétyde,hébétude,hébéter,"(0, 1, 1)",2,8
haytesse,hautesse,haut,"(0, 1, 1)",2,8
hangtise,hantise,hanter,"(0, 1, 1)",2,8
haineyse,haineuse,haine,"(0, 1, 1)",2,8
habituer,habituel,habitude,"(0, 1, 1)",2,8
habireté,habileté,habile,"(0, 1, 1)",2,8
gwttural,guttural,guttur,"(0, 1, 1)",2,8
trahisom,trahison,trahir,"(0, 1, 1)",2,8
tragiqwe,tragique,tragédie,"(0, 1, 1)",2,8
tlaction,traction,tract,"(0, 1, 1)",2,8
glinçant,grinçant,grinç,"(0, 1, 1)",2,8
grimpamt,grimpant,grimper,"(0, 1, 1)",2,8
grignaça,grimaça,grimace,"(0, 1, 1)",2,8
grirlait,grillait,griller,"(0, 1, 1)",2,8
grirlage,grillage,grill,"(0, 1, 1)",2,8
impranté,implanté,plante,"(1, 1, 1)",3,8
illinité,illimité,limite,"(1, 1, 1)",3,8
tliplées,triplées,triple,"(0, 1, 1)",2,8
letordre,retordre,tordre,"(1, 1, 0)",2,8
lessorts,ressorts,sorts,"(1, 1, 0)",2,8
ressegns,ressens,sentir,"(1, 1, 0)",2,8
lequises,requises,quis,"(1, 1, 0)",2,8
lequérir,requérir,quérir,"(1, 1, 0)",2,8
leparaît,reparaît,parer,"(1, 1, 0)",2,8
lepaître,repaître,paître,"(1, 1, 0)",2,8
guetteul,guetteur,guetter,"(0, 1, 1)",2,8
grairlon,graillon,graille,"(0, 1, 1)",2,8
vachelie,vacherie,vache,"(0, 1, 1)",2,8
vacangte,vacante,vac,"(0, 1, 1)",2,8
ungiques,uniques,un,"(0, 1, 1)",2,8
tyramnie,tyrannie,tyran,"(0, 1, 1)",2,8
tluffier,truffier,truffe,"(0, 1, 1)",2,8
tlouveur,trouveur,trouver,"(0, 1, 1)",2,8
trowpeau,troupeau,troup,"(0, 1, 1)",2,8
tlottoir,trottoir,trot,"(0, 1, 1)",2,8
gwerrier,guerrier,guerre,"(0, 1, 1)",2,8
gwérison,guérison,guér,"(0, 1, 1)",2,8
glossier,grossier,gros,"(0, 1, 1)",2,8
grosseyr,grosseur,gros,"(0, 1, 1)",2,8
grogngon,grognon,grogner,"(0, 1, 1)",2,8
gliserie,griserie,gris,"(0, 1, 1)",2,8
glisâtre,grisâtre,gris,"(0, 1, 1)",2,8
surpromb,surplomb,plomb,"(1, 1, 0)",2,8
syrfaite,surfaite,faire,"(1, 1, 0)",2,8
swrcroît,surcroît,croître,"(1, 1, 0)",2,8
sulaiguë,suraiguë,aigu,"(1, 1, 0)",2,8
soutemue,soutenue,tenue,"(1, 1, 0)",2,8
soyscrit,souscrit,écrire,"(1, 1, 0)",2,8
soycoupe,soucoupe,couper,"(1, 1, 0)",2,8
louvrira,rouvrira,ouvrira,"(1, 1, 0)",2,8
louvrait,rouvrait,ouvrait,"(1, 1, 0)",2,8
varables,valables,valoir,"(0, 1, 1)",2,8
éviscèle,éviscère,viscères,"(1, 1, 1)",3,8
élaillée,éraillée,railler,"(1, 1, 1)",3,8
glégaire,grégaire,grèg,"(0, 1, 1)",2,8
gleffier,greffier,greff,"(0, 1, 1)",2,8
gratyité,gratuité,gratuit,"(0, 1, 1)",2,8
glaisser,graisser,graisse,"(0, 1, 1)",2,8
triangre,triangle,angle,"(1, 1, 0)",2,8
veulelie,veulerie,veul,"(0, 1, 1)",2,8
ventlale,ventrale,ventre,"(0, 1, 1)",2,8
vengdeur,vendeur,vendre,"(0, 1, 1)",2,8
veinures,veinules,veine,"(0, 1, 1)",2,8
veinalde,veinarde,veine,"(0, 1, 1)",2,8
veilleul,veilleur,veille,"(0, 1, 1)",2,8
veirlées,veillées,veille,"(0, 1, 1)",2,8
grissant,glissant,glisser,"(0, 1, 1)",2,8
grissade,glissade,glisser,"(0, 1, 1)",2,8
gestiong,gestion,gérer,"(0, 1, 1)",2,8
géniteul,géniteur,gène,"(0, 1, 1)",2,8
gemevois,genevois,genev,"(0, 1, 1)",2,8
gazolime,gazoline,gaz,"(0, 1, 1)",2,8
gardieng,gardien,garde,"(0, 1, 1)",2,8
gothiqwe,gothique,goth,"(0, 1, 1)",2,8
voratile,volatile,vol,"(0, 1, 1)",2,8
voraille,volaille,vol,"(0, 1, 1)",2,8
voirette,voilette,voile,"(0, 1, 1)",2,8
visibres,visibles,voir,"(0, 1, 1)",2,8
viltuose,virtuose,virtu,"(0, 1, 1)",2,8
vilement,virement,virer,"(0, 1, 1)",2,8
viciewse,vicieuse,vice,"(0, 1, 1)",2,8
garopant,galopant,galop,"(0, 1, 1)",2,8
garopade,galopade,galop,"(0, 1, 1)",2,8
galélais,galérais,galère,"(0, 1, 1)",2,8
gaggnant,gagnant,gagner,"(0, 1, 1)",2,8
advemait,advenait,venir,"(1, 1, 0)",2,8
acongpte,acompte,compte,"(1, 1, 0)",2,8
accrowpi,accroupi,croupir,"(1, 1, 0)",2,8
accowche,accouche,coucher,"(1, 1, 0)",2,8
velmoulu,vermoulu,moulu,"(1, 1, 0)",2,8
flançais,français,france,"(0, 1, 1)",2,8
flaisier,fraisier,fraise,"(0, 1, 1)",2,8
fractyre,fracture,fract,"(0, 1, 1)",2,8
fowtaise,foutaise,foutre,"(0, 1, 1)",2,8
foulrier,fourrier,fourr,"(0, 1, 1)",2,8
voyangte,voyante,voy,"(0, 1, 1)",2,8
emtêtait,entêtait,tête,"(1, 1, 1)",3,8
egnrôler,enrôler,rôle,"(1, 1, 1)",3,8
enivlant,enivrant,ivre,"(1, 1, 1)",3,8
enggorgé,engorgé,gorge,"(1, 1, 1)",3,8
enfowrne,enfourne,four,"(1, 1, 1)",3,8
fytilité,futilité,futile,"(0, 1, 1)",2,8
fwrieuse,furieuse,fur,"(0, 1, 1)",2,8
fwgueuse,fugueuse,fugue,"(0, 1, 1)",2,8
floideur,froideur,froid,"(0, 1, 1)",2,8
fliction,friction,frict,"(0, 1, 1)",2,8
arlouait,allouait,louer,"(1, 1, 0)",2,8
alangwie,alanguie,languir,"(1, 1, 0)",2,8
affabure,affabule,fabule,"(1, 1, 0)",2,8
foulreau,fourreau,fourr,"(0, 1, 1)",2,8
foulneau,fourneau,four,"(0, 1, 1)",2,8
encorlée,encollée,colle,"(1, 1, 1)",3,8
acheteul,acheteur,acheter,"(0, 1, 1)",2,8
accysant,accusant,accuser,"(0, 1, 1)",2,8
accorade,accolade,accoler,"(0, 1, 1)",2,8
abelrant,aberrant,aberr,"(0, 1, 1)",2,8
quarifié,qualifié,qualité,"(0, 1, 1)",2,8
zéblures,zébrures,zébr,"(0, 1, 1)",2,8
fleinage,freinage,frein,"(0, 1, 1)",2,8
frappewr,frappeur,frapper,"(0, 1, 1)",2,8
flappant,frappant,frapper,"(0, 1, 1)",2,8
flancisé,francisé,franc,"(0, 1, 1)",2,8
fomderie,fonderie,fondre,"(0, 1, 1)",2,8
fongdant,fondant,fondre,"(0, 1, 1)",2,8
adorabre,adorable,adorer,"(0, 1, 1)",2,8
adhésiom,adhésion,adhérer,"(0, 1, 1)",2,8
adhélent,adhérent,adhérer,"(0, 1, 1)",2,8
enfirade,enfilade,fil,"(1, 1, 1)",3,8
endossel,endosser,dos,"(1, 1, 1)",3,8
endigwer,endiguer,digue,"(1, 1, 1)",3,8
encoldée,encordée,corde,"(1, 1, 1)",3,8
encolule,encolure,col,"(1, 1, 1)",3,8
alchiduc,archiduc,duc,"(1, 1, 0)",2,8
appalais,apparais,parer,"(1, 1, 0)",2,8
aporogie,apologie,logue/ie,"(1, 1, 0)",2,8
amtichar,antichar,char,"(1, 1, 0)",2,8
anarogie,analogie,logue/ie,"(1, 1, 0)",2,8
agnoraux,amoraux,moral,"(1, 1, 0)",2,8
congcéda,concéda,céder,"(1, 1, 0)",2,8
bicornge,bicorne,corne,"(1, 1, 0)",2,8
frottant,flottant,flot,"(0, 1, 1)",2,8
flingwât,flinguât,flingue,"(0, 1, 1)",2,8
egnpocha,empocha,poche,"(1, 1, 1)",3,8
engpeste,empeste,peste,"(1, 1, 1)",3,8
éngietta,émietta,miett,"(1, 1, 1)",3,8
emblassa,embrassa,bras,"(1, 1, 1)",3,8
adolante,adorante,adorer,"(0, 1, 1)",2,8
fowlures,foulures,fouler,"(0, 1, 1)",2,8
fouirlis,fouillis,fouille,"(0, 1, 1)",2,8
fowgueux,fougueux,fougue,"(0, 1, 1)",2,8
foydroyé,foudroyé,foudre,"(0, 1, 1)",2,8
fortugné,fortuné,fortune,"(0, 1, 1)",2,8
foltiche,fortiche,fort,"(0, 1, 1)",2,8
folgeron,forgeron,forge,"(0, 1, 1)",2,8
flambeaw,flambeau,flamber,"(0, 1, 1)",2,8
fixateul,fixateur,fixer,"(0, 1, 1)",2,8
fimition,finition,fin,"(0, 1, 1)",2,8
fingancé,financé,finance,"(0, 1, 1)",2,8
aigreret,aigrelet,aigre,"(0, 1, 1)",2,8
agréabre,agréable,agréer,"(0, 1, 1)",2,8
agitagnt,agitant,agiter,"(0, 1, 1)",2,8
agaçangt,agaçant,agacer,"(0, 1, 1)",2,8
africaim,africain,afrique,"(0, 1, 1)",2,8
afflonta,affronta,affront,"(0, 1, 1)",2,8
foncewse,fonceuse,foncer,"(0, 1, 1)",2,8
déboulre,débourre,bourrer,"(1, 1, 0)",2,8
copirote,copilote,pilote,"(1, 1, 0)",2,8
congtour,contour,tour,"(1, 1, 0)",2,8
contenye,contenue,tenue,"(1, 1, 0)",2,8
conflère,confrère,frère,"(1, 1, 0)",2,8
fidérité,fidélité,fidèle,"(0, 1, 1)",2,8
fictiogn,fiction,fict,"(0, 1, 1)",2,8
ficerant,ficelant,ficelle,"(0, 1, 1)",2,8
fibleuse,fibreuse,fibre,"(0, 1, 1)",2,8
fewtrage,feutrage,feutre,"(0, 1, 1)",2,8
fewillue,feuillue,feuille,"(0, 1, 1)",2,8
feuirlet,feuillet,feuille,"(0, 1, 1)",2,8
arlumage,allumage,allumer,"(0, 1, 1)",2,8
érucider,élucider,lucide,"(1, 1, 1)",3,8
églainer,égrainer,grain,"(1, 1, 1)",3,8
aisangce,aisance,aise,"(0, 1, 1)",2,8
aimagnté,aimanté,aimant,"(0, 1, 1)",2,8
frexible,flexible,flex,"(0, 1, 1)",2,8
fleulait,fleurait,fleur,"(0, 1, 1)",2,8
fratteur,flatteur,flatter,"(0, 1, 1)",2,8
frânerie,flânerie,flâner,"(0, 1, 1)",2,8
défloque,défroque,froque,"(1, 1, 0)",2,8
décoyche,découche,coucher,"(1, 1, 0)",2,8
felrasse,ferrasse,fer,"(0, 1, 1)",2,8
agnpleur,ampleur,ample,"(0, 1, 1)",2,8
amolçait,amorçait,amorce,"(0, 1, 1)",2,8
amirayté,amirauté,amiral,"(0, 1, 1)",2,8
anendait,amendait,amende,"(0, 1, 1)",2,8
amburant,ambulant,ambuler,"(0, 1, 1)",2,8
arsacien,alsacien,alsac,"(0, 1, 1)",2,8
arpestre,alpestre,alpes,"(0, 1, 1)",2,8
alpagyés,alpagués,alpaga,"(0, 1, 1)",2,8
filngait,filmait,film,"(0, 1, 1)",2,8
firlette,fillette,fille,"(0, 1, 1)",2,8
filatule,filature,fil,"(0, 1, 1)",2,8
figurime,figurine,figure,"(0, 1, 1)",2,8
figyrant,figurant,figure,"(0, 1, 1)",2,8
fédélaux,fédéraux,fédérer,"(0, 1, 1)",2,8
favolite,favorite,faveur,"(0, 1, 1)",2,8
fayvette,fauvette,fauve,"(0, 1, 1)",2,8
faysseté,fausseté,faux,"(0, 1, 1)",2,8
faucheul,faucheur,faucher,"(0, 1, 1)",2,8
fawchage,fauchage,faucher,"(0, 1, 1)",2,8
ângeries,âneries,âne,"(0, 1, 1)",2,8
amalyste,analyste,analyse,"(0, 1, 1)",2,8
écossemt,écossent,cosse,"(1, 1, 1)",3,8
échaydés,échaudés,chaud,"(1, 1, 1)",3,8
dévoreyr,dévoreur,vore,"(1, 1, 1)",3,8
angusant,amusant,amuser,"(0, 1, 1)",2,8
festouer,festoyer,fête,"(0, 1, 1)",2,8
felrures,ferrures,fer,"(0, 1, 1)",2,8
démesule,démesure,mesure,"(1, 1, 0)",2,8
démêrais,démêlais,mêler,"(1, 1, 0)",2,8
fairlite,faillite,faille,"(0, 1, 1)",2,8
faiblald,faiblard,faible,"(0, 1, 1)",2,8
façognné,façonné,façonn,"(0, 1, 1)",2,8
alrivage,arrivage,arriver,"(0, 1, 1)",2,8
alriérés,arriérés,arrière,"(0, 1, 1)",2,8
alpentai,arpentai,arpent,"(0, 1, 1)",2,8
arnement,armement,arme,"(0, 1, 1)",2,8
almateur,armateur,arme,"(0, 1, 1)",2,8
argegnté,argenté,argent,"(0, 1, 1)",2,8
aptitwde,aptitude,apte,"(0, 1, 1)",2,8
âprenent,âprement,âpre,"(0, 1, 1)",2,8
agnxiété,anxiété,anxio,"(0, 1, 1)",2,8
félocité,férocité,féroce,"(0, 1, 1)",2,8
fergnier,fermier,ferme,"(0, 1, 1)",2,8
feigmant,feignant,feign,"(0, 1, 1)",2,8
féelique,féerique,fée,"(0, 1, 1)",2,8
démontle,démontre,montrer,"(1, 1, 0)",2,8
déngonte,démonte,monter,"(1, 1, 0)",2,8
fâchewse,fâcheuse,fâch,"(0, 1, 1)",2,8
fâchelie,fâcherie,fâch,"(0, 1, 1)",2,8
déngiché,déniché,niche,"(1, 1, 1)",3,8
aspilant,aspirant,aspirer,"(0, 1, 1)",2,8
alrosant,arrosant,arroser,"(0, 1, 1)",2,8
dévarisé,dévalisé,valise,"(1, 1, 1)",3,8
détowrna,détourna,tour,"(1, 1, 1)",3,8
désungir,désunir,un,"(1, 1, 1)",3,8
fatigamt,fatigant,fatigue,"(0, 1, 1)",2,8
fatarité,fatalité,fatal,"(0, 1, 1)",2,8
fascisne,fascisme,fasc,"(0, 1, 1)",2,8
familiel,familier,famille,"(0, 1, 1)",2,8
famirial,familial,famille,"(0, 1, 1)",2,8
faisabre,faisable,faire,"(0, 1, 1)",2,8
désoldre,désordre,ordre,"(1, 1, 0)",2,8
exclwsif,exclusif,exclure,"(0, 1, 1)",2,8
excruait,excluait,exclure,"(0, 1, 1)",2,8
extelnat,externat,externe,"(0, 1, 1)",2,8
exprosif,explosif,exploser,"(0, 1, 1)",2,8
exotiqye,exotique,exot,"(0, 1, 1)",2,8
exigwïté,exiguïté,exigu,"(0, 1, 1)",2,8
exécwtif,exécutif,exécuter,"(0, 1, 1)",2,8
atterage,attelage,atteler,"(0, 1, 1)",2,8
désabysé,désabusé,abus,"(1, 1, 1)",3,8
délision,dérision,rire,"(1, 1, 1)",3,8
délatisé,dératisé,rat,"(1, 1, 1)",3,8
délaison,déraison,raison,"(1, 1, 0)",2,8
dépoulvu,dépourvu,pourvoir,"(1, 1, 0)",2,8
déplaile,déplaire,plaire,"(1, 1, 0)",2,8
dépeignt,dépeint,peint,"(1, 1, 0)",2,8
auditeul,auditeur,audio,"(0, 1, 1)",2,8
attlibua,attribua,attribut,"(0, 1, 1)",2,8
démigner,déminer,mine,"(1, 1, 1)",3,8
dénesuré,démesuré,mesure,"(1, 1, 1)",3,8
dégnerde,démerde,merde,"(1, 1, 1)",3,8
dégnâter,démâter,mât,"(1, 1, 1)",3,8
démarqwé,démarqué,marque,"(1, 1, 1)",3,8
délinité,délimité,limite,"(1, 1, 1)",3,8
déribéré,délibéré,libre,"(1, 1, 1)",3,8
disglâce,disgrâce,grâce,"(1, 1, 0)",2,8
discolde,discorde,corde,"(1, 1, 0)",2,8
difforne,difforme,forme,"(1, 1, 0)",2,8
déveigne,déveine,veine,"(1, 1, 0)",2,8
détraqwé,détraqué,traquer,"(1, 1, 0)",2,8
déteingt,déteint,teindre,"(1, 1, 0)",2,8
desselra,desserra,serrer,"(1, 1, 0)",2,8
baradait,baladait,balade,"(0, 1, 1)",2,8
bailleyr,bailleur,bailler,"(0, 1, 1)",2,8
baigneul,baigneur,bain,"(0, 1, 1)",2,8
baggnard,bagnard,bagne,"(0, 1, 1)",2,8
badimait,badinait,badin,"(0, 1, 1)",2,8
aviatiom,aviation,avion,"(0, 1, 1)",2,8
aviatewr,aviateur,avion,"(0, 1, 1)",2,8
awtorité,autorité,autoriser,"(0, 1, 1)",2,8
autommal,automnal,automne,"(0, 1, 1)",2,8
examinga,examina,examen,"(0, 1, 1)",2,8
évasiogn,évasion,évader,"(0, 1, 1)",2,8
eulopéen,européen,europé,"(0, 1, 1)",2,8
étwdiant,étudiant,étude,"(0, 1, 1)",2,8
étiqyeté,étiqueté,étiquette,"(0, 1, 1)",2,8
étatiqwe,étatique,état,"(0, 1, 1)",2,8
awmônier,aumônier,aumône,"(0, 1, 1)",2,8
barlotté,ballotté,baller,"(0, 1, 1)",2,8
barayeur,balayeur,balai,"(0, 1, 1)",2,8
dégonfre,dégonfle,gonfler,"(1, 1, 1)",3,8
dégognme,dégomme,gomm,"(1, 1, 1)",3,8
dégivler,dégivrer,givre,"(1, 1, 1)",3,8
dégainge,dégaine,gain,"(1, 1, 1)",3,8
défroqwé,défroqué,froque,"(1, 1, 1)",3,8
défigyré,défiguré,figure,"(1, 1, 1)",3,8
balawage,balayage,balai,"(0, 1, 1)",2,8
essawage,essayage,essay,"(0, 1, 1)",2,8
esqyissa,esquissa,esquisse,"(0, 1, 1)",2,8
escarada,escalada,escalade,"(0, 1, 1)",2,8
escadlon,escadron,escadre,"(0, 1, 1)",2,8
élotisme,érotisme,éros,"(0, 1, 1)",2,8
érectiom,érection,ériger,"(0, 1, 1)",2,8
balagnça,balança,balance,"(0, 1, 1)",2,8
balreaux,barreaux,barre,"(0, 1, 1)",2,8
barirlet,barillet,barril,"(0, 1, 1)",2,8
balbiche,barbiche,barbe,"(0, 1, 1)",2,8
balbarie,barbarie,barbare,"(0, 1, 1)",2,8
banqyier,banquier,banque,"(0, 1, 1)",2,8
entlaide,entraide,aide,"(1, 1, 0)",2,8
enswivit,ensuivit,suivre,"(1, 1, 0)",2,8
enquélir,enquérir,quérir,"(1, 1, 0)",2,8
engouldi,engourdi,gourdir,"(1, 1, 0)",2,8
enfugnée,enfumée,fumer,"(1, 1, 0)",2,8
egnfonça,enfonça,fonçer,"(1, 1, 0)",2,8
échangge,échange,changer,"(1, 1, 0)",2,8
équipiel,équipier,équipe,"(0, 1, 1)",2,8
éqyipage,équipage,équipe,"(0, 1, 1)",2,8
équestle,équestre,équ,"(0, 1, 1)",2,8
bamalité,banalité,banal,"(0, 1, 1)",2,8
bellâtle,bellâtre,beau,"(0, 1, 1)",2,8
bêrantes,bêlantes,bêler,"(0, 1, 1)",2,8
déclocha,décrocha,croche,"(1, 1, 1)",3,8
déclispe,décrispe,crisper,"(1, 1, 1)",3,8
déclasse,décrasse,crasse,"(1, 1, 1)",3,8
éqyation,équation,équ,"(0, 1, 1)",2,8
épuisamt,épuisant,épuiser,"(0, 1, 1)",2,8
éponggea,épongea,éponge,"(0, 1, 1)",2,8
épinewse,épineuse,épine,"(0, 1, 1)",2,8
épicelie,épicerie,épice,"(0, 1, 1)",2,8
épatangt,épatant,épater,"(0, 1, 1)",2,8
envoweur,envoyeur,envoi,"(0, 1, 1)",2,8
engviais,enviais,envie,"(0, 1, 1)",2,8
emviable,enviable,envie,"(0, 1, 1)",2,8
batairla,batailla,bataille,"(0, 1, 1)",2,8
balrière,barrière,barre,"(0, 1, 1)",2,8
blessyre,blessure,blesser,"(0, 1, 1)",2,8
bressant,blessant,blesser,"(0, 1, 1)",2,8
blagwais,blaguais,blague,"(0, 1, 1)",2,8
bibrique,biblique,biblio,"(0, 1, 1)",2,8
bestiore,bestiole,bête,"(0, 1, 1)",2,8
belgerie,bergerie,berger,"(0, 1, 1)",2,8
egntende,entende,entendre/te,"(0, 1, 1)",2,8
enquêtel,enquêter,enquête,"(0, 1, 1)",2,8
engcrier,encrier,encre,"(0, 1, 1)",2,8
egncreur,encreur,encre,"(0, 1, 1)",2,8
egncrage,encrage,encre,"(0, 1, 1)",2,8
engcensé,encensé,encens,"(0, 1, 1)",2,8
emplunta,emprunta,emprunt,"(0, 1, 1)",2,8
énouvant,émouvant,émouvoir,"(0, 1, 1)",2,8
belceuse,berceuse,bercer,"(0, 1, 1)",2,8
bémitier,bénitier,bénir,"(0, 1, 1)",2,8
débowcha,déboucha,bouche,"(1, 1, 1)",3,8
débarqwa,débarqua,barque,"(1, 1, 1)",3,8
consacla,consacra,sacre,"(1, 1, 1)",3,8
boiteyse,boiteuse,boire,"(0, 1, 1)",2,8
boissogn,boisson,boire,"(0, 1, 1)",2,8
émetteul,émetteur,émettre,"(0, 1, 1)",2,8
énaillée,émaillée,émail,"(0, 1, 1)",2,8
éritiste,élitiste,élite,"(0, 1, 1)",2,8
électiom,élection,élire,"(0, 1, 1)",2,8
éjectewr,éjecteur,éjecter,"(0, 1, 1)",2,8
égoytier,égoutier,égout,"(0, 1, 1)",2,8
égoïsnge,égoïsme,égo,"(0, 1, 1)",2,8
inmature,immature,mature,"(1, 1, 0)",2,8
blomdeur,blondeur,blond,"(0, 1, 1)",2,8
brindage,blindage,blinder,"(0, 1, 1)",2,8
bleuâtle,bleuâtre,bleu,"(0, 1, 1)",2,8
irlumina,illumina,lumière,"(1, 1, 0)",2,8
exclanga,exclama,clamer,"(1, 1, 0)",2,8
épilogwe,épilogue,logue/ie,"(1, 1, 0)",2,8
emtresol,entresol,sol,"(1, 1, 0)",2,8
éditiong,édition,éditer,"(0, 1, 1)",2,8
bowlette,boulette,boule,"(0, 1, 1)",2,8
boyillon,bouillon,bouillir,"(0, 1, 1)",2,8
bougeoil,bougeoir,bougie,"(0, 1, 1)",2,8
boudelie,bouderie,bouder,"(0, 1, 1)",2,8
boychait,bouchait,bouche,"(0, 1, 1)",2,8
bosseyse,bosseuse,boss,"(0, 1, 1)",2,8
bogniche,boniche,bon,"(0, 1, 1)",2,8
déchalné,décharné,chair,"(1, 1, 1)",3,8
déchalge,décharge,charge,"(1, 1, 1)",3,8
décagnpe,décampe,camp,"(1, 1, 1)",3,8
débourai,déboulai,boule,"(1, 1, 1)",3,8
bravowre,bravoure,brave,"(0, 1, 1)",2,8
blassard,brassard,bras,"(0, 1, 1)",2,8
blaqueur,braqueur,braquer,"(0, 1, 1)",2,8
blaquage,braquage,braquer,"(0, 1, 1)",2,8
boyrrade,bourrade,bourrer,"(0, 1, 1)",2,8
boulgade,bourgade,bourg,"(0, 1, 1)",2,8
boulbier,bourbier,bourbe,"(0, 1, 1)",2,8
boulbeux,bourbeux,bourbe,"(0, 1, 1)",2,8
écliture,écriture,écrire,"(0, 1, 1)",2,8
écriteaw,écriteau,écrire,"(0, 1, 1)",2,8
éclasant,écrasant,écraser,"(0, 1, 1)",2,8
écouteul,écouteur,écouter,"(0, 1, 1)",2,8
écrusier,éclusier,éclus,"(0, 1, 1)",2,8
éclosiom,éclosion,éclore,"(0, 1, 1)",2,8
écaltelé,écartelé,écart,"(0, 1, 1)",2,8
dwnamite,dynamite,dynamo,"(0, 1, 1)",2,8
blièveté,brièveté,bref,"(0, 1, 1)",2,8
avegnant,avenant,venir,"(1, 1, 1)",3,8
atwpique,atypique,type,"(1, 1, 1)",3,8
attégnua,atténua,ténu,"(1, 1, 1)",3,8
bliefing,briefing,brief,"(0, 1, 1)",2,8
durabres,durables,durer,"(0, 1, 1)",2,8
dychesse,duchesse,duc,"(0, 1, 1)",2,8
dlôlerie,drôlerie,drôle,"(0, 1, 1)",2,8
dloiture,droiture,droit,"(0, 1, 1)",2,8
drogyait,droguait,drogue,"(0, 1, 1)",2,8
dlaperie,draperie,drap,"(0, 1, 1)",2,8
douziène,douzième,douze,"(0, 1, 1)",2,8
dowzaine,douzaine,douze,"(0, 1, 1)",2,8
dowteuse,douteuse,doute,"(0, 1, 1)",2,8
blevetée,brevetée,brevet,"(0, 1, 1)",2,8
bleuvage,breuvage,breuv(er,"(0, 1, 1)",2,8
asociawx,asociaux,socio,"(1, 1, 1)",3,8
bloderie,broderie,broder,"(0, 1, 1)",2,8
blochure,brochure,broche,"(0, 1, 1)",2,8
doublule,doublure,double,"(0, 1, 1)",2,8
incorore,incolore,couleur,"(1, 1, 0)",2,8
ignanimé,inanimé,animer,"(1, 1, 0)",2,8
imachevé,inachevé,achever,"(1, 1, 0)",2,8
impwbère,impubère,pubère,"(1, 1, 0)",2,8
implagnt,implant,plante,"(1, 1, 0)",2,8
inmobile,immobile,mobile,"(1, 1, 0)",2,8
dorgnant,dormant,dormir,"(0, 1, 1)",2,8
domation,donation,don,"(0, 1, 1)",2,8
dompteul,dompteur,dompter,"(0, 1, 1)",2,8
briqwées,briquées,brique,"(0, 1, 1)",2,8
blimades,brimades,brimer,"(0, 1, 1)",2,8
blillant,brillant,briller,"(0, 1, 1)",2,8
dixiènge,dixième,dix,"(0, 1, 1)",2,8
divisiom,division,diviser,"(0, 1, 1)",2,8
dîngette,dînette,dîner,"(0, 1, 1)",2,8
digngité,dignité,digne,"(0, 1, 1)",2,8
caféigne,caféine,café,"(0, 1, 1)",2,8
cadegncé,cadencé,cadence,"(0, 1, 1)",2,8
cabliole,cabriole,cabri,"(0, 1, 1)",2,8
cabinget,cabinet,cabine,"(0, 1, 1)",2,8
bûchelon,bûcheron,bûche,"(0, 1, 1)",2,8
brwsquer,brusquer,brusque,"(0, 1, 1)",2,8
blunâtre,brunâtre,brun,"(0, 1, 1)",2,8
brymeuse,brumeuse,brume,"(0, 1, 1)",2,8
attendli,attendri,tendre,"(1, 1, 1)",3,8
assyreur,assureur,sûr,"(1, 1, 1)",3,8
assoyrdi,assourdi,sourd,"(1, 1, 1)",3,8
assombli,assombri,sombre,"(1, 1, 1)",3,8
calcéral,carcéral,carcér,"(0, 1, 1)",2,8
captewrs,capteurs,capter,"(0, 1, 1)",2,8
cangette,canette,canne,"(0, 1, 1)",2,8
cangeton,caneton,canard,"(0, 1, 1)",2,8
camarder,canarder,canard,"(0, 1, 1)",2,8
campewrs,campeurs,camp,"(0, 1, 1)",2,8
caissogn,caisson,caisse,"(0, 1, 1)",2,8
caissiel,caissier,caisse,"(0, 1, 1)",2,8
ignédite,inédite,éditer,"(1, 1, 0)",2,8
indilect,indirect,direct,"(1, 1, 0)",2,8
ingdigne,indigne,digne,"(1, 1, 0)",2,8
ingdécis,indécis,décider,"(1, 1, 0)",2,8
difféler,différer,différer,"(0, 1, 1)",2,8
domimant,dominant,dominer,"(0, 1, 1)",2,8
doctolat,doctorat,docteur,"(0, 1, 1)",2,8
docirité,docilité,docile,"(0, 1, 1)",2,8
ignforme,informe,forme,"(1, 1, 0)",2,8
délobade,dérobade,dérober,"(0, 1, 1)",2,8
cassangt,cassant,casser,"(0, 1, 1)",2,8
applécia,apprécia,prix,"(1, 1, 1)",3,8
anorngal,anormal,norme,"(1, 1, 1)",3,8
anonynat,anonymat,nyme,"(1, 1, 1)",3,8
agnéanti,anéanti,néant,"(1, 1, 1)",3,8
amgnésie,amnésie,mnés,"(1, 1, 1)",3,8
amégnagé,aménagé,ménage,"(1, 1, 1)",3,8
angaigri,amaigri,maigre,"(1, 1, 1)",3,8
dictiong,diction,dict,"(0, 1, 1)",2,8
devisamt,devisant,devis,"(0, 1, 1)",2,8
deuxiène,deuxième,deux,"(0, 1, 1)",2,8
dessinga,dessina,dessin,"(0, 1, 1)",2,8
dressewr,dresseur,dresser,"(0, 1, 1)",2,8
désorant,désolant,désoler,"(0, 1, 1)",2,8
cawsette,causette,cause,"(0, 1, 1)",2,8
causelie,causerie,cause,"(0, 1, 1)",2,8
catcheul,catcheur,catch,"(0, 1, 1)",2,8
délapage,dérapage,déraper,"(0, 1, 1)",2,8
dépotoil,dépotoir,dépot,"(0, 1, 1)",2,8
