Word,Structure,Prefix_Frequency,Root_Frequency,Suffix_Frequency,Word_Length
mé(viser)er,prs,36.91,47.1399999999999,316.04,9
é(chrome)ie,prs,320.17,2.34,435.78,9
ad(stade)ou,prs,28.56,15.14,18.39,9
mé(vain)ève,prs,36.91,28.03,0.71,9
uni(voie)il,prs,6.45,112.19,12.29,9
ad(sénat)an,prs,28.56,20.7099999999999,29.2899999999999,9
(logue/ie)o,rs,,105.27,64.91,9
ambi(rixe)é,prs,0.34,0.8,846.24,9
dé(oléo)bil,prs,1752.69,0.0,0.02,9
ex(palper)},prs,79.38,2.48,0.21,9
juxta(ne)as,prs,0.03,13357.03,0.05,9
as(huer)ade,prs,248.66,4.27,65.47,9
co(haie)oïd,prs,73.72,3.36,0.08,9
par(samedi),pr,44.24,46.54,,9
mi(mnés)ait,prs,38.47,7.18999999999999,0.0,9
vi(oeso)aud,prs,0.41,0.48,106.029999999999,9
re(lors)ité,prs,6595.02,35.79,1491.88,9
mi(mur)igne,prs,38.47,93.21,5.3,9
sé(mont)oie,prs,1.22,14.8199999999999,0.04,9
sus(piano)},prs,20.1599999999999,29.18,0.21,9
ambi(face)i,prs,0.34,162.13,9.2,9
péri(mes)ou,prs,6.71,1328.99,18.39,9
épi(tige)ïa,prs,1.27,3.73,2.03,9
au(amer)ise,prs,87.29,12.82,75.3999999999999,9
com(âtre)an,prs,28.22,0.08,29.2899999999999,9
(coffre)oie,rs,,47.2,0.04,9
é(rétro)iau,prs,320.17,1.92,0.95,9
as(toast)re,prs,248.66,16.77,17.02,9
ana(chat)ol,prs,1.48,97.41,39.3799999999999,9
para(bail)o,prs,17.47,11.49,64.91,9
a(bâtard)um,prs,2142.22,16.36,10.79,9
arch(ses)in,prs,4.60999999999999,757.84,109.48,9
mi(saphir)i,prs,38.47,0.38,9.2,9
vi(expo)ell,prs,0.41,3.26,5.21,9
dé(aqua)ice,prs,1752.69,4.74,312.58,9
au(ruche)in,prs,87.29,3.57,109.48,9
in(pile)ier,prs,1478.96,23.8,847.1,9
ob(âcre)eux,prs,0.93,0.46,1027.7,9
ex(mont)aul,prs,79.38,14.8199999999999,1.35,9
tri(ivre)et,prs,12.7399999999999,37.65,229.51,9
ex(supra)in,prs,79.38,0.07,109.48,9
(user)éfact,rs,,33.14,0.49,9
sé(combien),pr,1.22,390.58,,9
par(eau)ail,prs,44.24,290.61,29.13,9
ab(prix)ice,prs,1.44,227.819999999999,312.58,9
sus(du)ieus,prs,20.1599999999999,4397.21999999999,0.2,9
eu(lynx)ard,prs,1.11,1.73,113.07,9
ex(plût)ait,prs,79.38,0.22,0.0,9
dé(hall)oul,prs,1752.69,9.73,0.12,9
ab(facho)an,prs,1.44,0.68,29.2899999999999,9
mi(clip)oie,prs,38.47,2.12,0.04,9
dé(os)andum,prs,1752.69,45.13,0.09,9
par(juin)ïa,prs,44.24,13.4,2.03,9
pré(verger),pr,209.31,3.13,,9
bi(vrac)ure,prs,13.32,1.17,595.65,9
as(kilo)elé,prs,248.66,47.34,1.14,9
archi(an)ex,prs,0.36,1293.42,0.42,9
en(sinon)on,prs,2094.69,164.96,331.19,9
ob(mus)bule,prs,0.93,0.77,0.96,9
ad(bas)etée,prs,28.56,16.34,0.1,9
in(lact)mat,prs,1478.96,0.75,1.37,9
ver(pro)ore,prs,0.98,14.45,5.18999999999999,9
ab(flic)ose,prs,1.44,153.5,12.7,9
dé(tarte)ol,prs,1752.69,14.32,39.3799999999999,9
mi(cèpe)mat,prs,38.47,0.02,1.37,9
sé(préfér)},prs,1.22,0.06,0.21,9
vi(nuclé)er,prs,0.41,16.8399999999999,316.04,9
é(galaxie)},prs,320.17,11.3099999999999,0.21,9
dys(frat)ir,prs,0.86,1.52,168.27,9
sé(velu)ell,prs,1.22,0.94,5.21,9
mé(chic)oit,prs,36.91,23.81,0.05,9
(caviar)oir,rs,,6.29,113.06,9
per(tuer)um,prs,1.01,1024.13,10.79,9
co(avis)acé,prs,73.72,149.02,0.06,9
a(kilo)atie,prs,2142.22,47.34,0.47,9
bi(musée)il,prs,13.32,21.04,12.29,9
ob(tripot)i,prs,0.93,0.48,9.2,9
ad(ténor)at,prs,28.56,1.01,166.91,9
anté(gaî)ce,prs,8.42,0.55,0.38,9
en(delà)ore,prs,2094.69,3.73,5.18999999999999,9
mi(pétro)at,prs,38.47,0.04,166.91,9
tri(préd)an,prs,12.7399999999999,2.67999999999999,29.2899999999999,9
mé(hémo)arc,prs,36.91,9.85,0.0,9
a(peau)ûres,prs,2142.22,83.83,3.82,9
dé(file)ice,prs,1752.69,58.71,312.58,9
per(vol)ine,prs,1.01,477.53,56.3199999999999,9
é(gueux)ité,prs,320.17,2.14,1491.88,9
anti(elle)u,prs,9.51,4941.04,21.57,9
ver(fasc)ïa,prs,0.98,14.4,2.03,9
(éloge)émie,rs,,2.68,0.23,9
mé(max)iche,prs,36.91,8.19,2.17999999999999,9
mi(tare)ime,prs,38.47,14.95,9.5,9
re(patron)m,prs,6595.02,141.879999999999,1.33,9
sé(plus)ada,prs,1.22,1.25,1.04,9
re(plat)end,prs,6595.02,60.1299999999999,14.51,9
syn(fée)iér,prs,28.31,16.19,0.01,9
sé(flair)an,prs,1.22,6.01,29.2899999999999,9
hémi(xylo)i,prs,1.0,0.04,9.2,9
a(raison)on,prs,2142.22,512.439999999999,331.19,9
apo(mufle)s,prs,0.17,1.77999999999999,2.31,9
tres(voeu)i,prs,0.0,10.72,9.2,9
as(pano)oïd,prs,248.66,1.11,0.08,9
pré(paquet),pr,209.31,45.4,,9
sé(pun)euse,prs,1.22,3.1,20.61,9
a(essaim)ïa,prs,2142.22,0.97,2.03,9
au(fric)iér,prs,87.29,108.99,0.01,9
en(devis)el,prs,2094.69,5.69999999999999,1103.39999999999,9
ab(filon)ou,prs,1.44,1.77,18.39,9
mé(boss)iér,prs,36.91,19.6999999999999,0.01,9
hémi(un)sse,prs,1.0,21122.25,37.89,9
sé(géant)ol,prs,1.22,30.19,39.3799999999999,9
mi(ancre)in,prs,38.47,6.2,109.48,9
(affaire)in,rs,,396.63,109.48,9
en(génie)ïa,prs,2094.69,197.2,2.03,9
sau(haut)el,prs,0.04,207.06,1103.39999999999,9
sau(dona)at,prs,0.04,0.5,166.91,9
é(paix)ités,prs,320.17,173.12,83.33,9
mé(poli)end,prs,36.91,1.15,14.51,9
apo(bonn)et,prs,0.17,0.06,229.51,9
mé(tén)aine,prs,36.91,0.89,72.1799999999999,9
au(moqu)ené,prs,87.29,2.57,0.77,9
mi(engou)if,prs,38.47,0.55,409.409999999999,9
(gilet)ende,rs,,6.06,0.03,9
ana(leçon)u,prs,1.48,41.47,21.57,9
bi(coca)et1,prs,13.32,19.65,1.48,9
con(boeuf)m,prs,190.18,10.83,1.33,9
ad(cuve)ate,prs,28.56,4.84,4.15,9
au(abol)ure,prs,87.29,0.55,595.65,9
sé(mine)et1,prs,1.22,54.65,1.48,9
par(plu)ace,prs,44.24,30.77,28.65,9
tres(dent)é,prs,0.0,96.9399999999999,846.24,9
mono(jus)ex,prs,6.88,25.22,0.42,9
pro(évier)m,prs,37.76,3.81,1.33,9
uni(pétr)ex,prs,6.45,2.47,0.42,9
(timide)ada,rs,,25.38,1.04,9
con(gare)et,prs,190.18,62.11,229.51,9
apo(oxy)ide,prs,0.17,14.22,29.06,9
sur(clan)er,prs,248.22,8.83,316.04,9
mi(jaune)ie,prs,38.47,30.26,435.78,9
é(téter)èle,prs,320.17,6.37999999999999,3.87,9
ob(gêne)aul,prs,0.93,75.58,1.35,9
sur(harem)o,prs,248.22,1.6,64.91,9
mi(capot)in,prs,38.47,8.75,109.48,9
é(outil)dre,prs,320.17,14.44,50.12,9
pén(amas)en,prs,2.1,1.56,22.18,9
su(aire)end,prs,0.0,5.54,14.51,9
pré(mât)eux,prs,209.31,1.81999999999999,1027.7,9
(part)eteux,rs,,6.58,0.08,9
tri(ver)one,prs,12.7399999999999,10.23,1.39,9
ad(toi)éria,prs,28.56,2519.5,4.08,9
pré(page)as,prs,209.31,39.41,0.05,9
a(cadet)aul,prs,2142.22,12.01,1.35,9
(azimut)eau,rs,,0.57,436.9,9
é(mazout)é2,prs,320.17,1.42,2.42,9
uni(grog)ou,prs,6.45,0.64,18.39,9
mi(cote)ure,prs,38.47,23.69,595.65,9
épi(mât)ise,prs,1.27,1.81999999999999,75.3999999999999,9
ab(abol)ail,prs,1.44,0.55,29.13,9
mi(over)ote,prs,38.47,4.81,15.2499999999999,9
(censer)ois,rs,,62.5199999999999,80.02,9
pro(blé)ite,prs,37.76,19.98,30.57,9
con(pic)ené,prs,190.18,5.3,0.77,9
au(prime)on,prs,87.29,30.56,331.19,9
pro(gnôle)é,prs,37.76,3.24,846.24,9
par(toux)is,prs,44.24,12.7199999999999,19.93,9
sau(pét)ion,prs,0.04,16.44,3498.54,9
con(mer)ion,prs,190.18,147.359999999999,3498.54,9
para(ou)iau,prs,17.47,1584.09,0.95,9
pan(des)ine,prs,3.88999999999999,6057.32,56.3199999999999,9
mé(bord)ûre,prs,36.91,121.46,7.59,9
péri(gal)ar,prs,6.71,1.97,1.54,9
sus(clé)eau,prs,20.1599999999999,142.46,436.9,9
dys(rage)ol,prs,0.86,25.75,39.3799999999999,9
uni(âme)ote,prs,6.45,141.59,15.2499999999999,9
as(tamis)ol,prs,248.66,1.39,39.3799999999999,9
bi(estiv)oi,prs,13.32,0.29,5.84,9
mé(nôme)oïd,prs,36.91,0.2,0.08,9
sur(sus)ail,prs,248.22,4.27,29.13,9
bi(pimp)ève,prs,13.32,0.46,0.71,9
su(dense)ol,prs,0.0,2.33,39.3799999999999,9
as(boss)ûre,prs,248.66,19.6999999999999,7.59,9
tri(fior)as,prs,12.7399999999999,0.24,0.05,9
su(java)ing,prs,0.0,0.44,68.61,9
eu(ruer)ise,prs,1.11,2.78999999999999,75.3999999999999,9
mé(sas)otte,prs,36.91,3.26,3.13,9
ad(lyre)eux,prs,28.56,1.76,1027.7,9
ex(dénu)ule,prs,79.38,0.08,6.53,9
ab(robe)éon,prs,1.44,85.8,3.28,9
bi(cool)aul,prs,13.32,63.63,1.35,9
é(xylo)isme,prs,320.17,0.04,100.85,9
apo(grue)al,prs,0.17,4.76,1125.04,9
ana(âpre)il,prs,1.48,1.82,12.29,9
re(châle)an,prs,6595.02,2.23,29.2899999999999,9
ex(thème)el,prs,79.38,17.32,1103.39999999999,9
pan(sey)ard,prs,3.88999999999999,0.02,113.07,9
bi(égo)être,prs,13.32,14.86,0.47,9
as(apache)},prs,248.66,0.71,0.21,9
(sermon)eut,rs,,7.6,6.61,9
dia(affre)u,prs,19.02,1.23,21.57,9
ob(carte)é2,prs,0.93,148.97,2.42,9
re(gésir)oi,prs,6595.02,1.86,5.84,9
dys(décor)o,prs,0.86,27.88,64.91,9
co(voilà)ot,prs,73.72,734.0,58.0999999999999,9
re(tri)acle,prs,6595.02,12.85,0.7,9
in(gui)etée,prs,1478.96,2.9,0.1,9
pour(os)ade,prs,94.1399999999999,45.13,65.47,9
ob(fils)ple,prs,0.93,527.97,7.91,9
dé(sosie)ol,prs,1752.69,1.54,39.3799999999999,9
é(progrès)},prs,320.17,30.66,0.21,9
en(hâle)ise,prs,2094.69,0.04,75.3999999999999,9
sé(joug)ier,prs,1.22,2.47,847.1,9
su(ring)eut,prs,0.0,6.19,6.61,9
mé(ni)ingue,prs,36.91,377.659999999999,0.33,9
in(minus)um,prs,1478.96,16.0,10.79,9
mé(houx)èse,prs,36.91,0.07,0.15,9
as(poli)eul,prs,248.66,1.15,2.42,9
en(pâte)èse,prs,2094.69,25.43,0.15,9
(canular)al,rs,,1.71,1125.04,9
sau(ski)ade,prs,0.04,19.11,65.47,9
tri(baby)oi,prs,12.7399999999999,13.19,5.84,9
eu(aboi)ure,prs,1.11,4.14,595.65,9
bi(park)eur,prs,13.32,18.22,2127.06,9
ad(réel)eau,prs,28.56,213.84,436.9,9
as(drome)ot,prs,248.66,1.92,58.0999999999999,9
ad(cerf)mat,prs,28.56,7.56,1.37,9
ex(poup)ice,prs,79.38,0.2,312.58,9
au(voque)as,prs,87.29,1.18,0.05,9
é(force)dre,prs,320.17,253.5,50.12,9
ad(lion)acé,prs,28.56,20.89,0.06,9
as(bâton)as,prs,248.66,19.11,0.05,9
mi(rite)ide,prs,38.47,17.68,29.06,9
mi(tenue)in,prs,38.47,37.76,109.48,9
ex(béant)ir,prs,79.38,1.25,168.27,9
arch(ver)as,prs,4.60999999999999,10.23,0.05,9
(liège)illé,rs,,0.46,0.19,9
as(colis)il,prs,248.66,7.5,12.29,9
su(oser)oit,prs,0.0,86.96,0.05,9
(pape)iceps,rs,,7.17,0.11,9
sur(ocul)oi,prs,248.22,4.77,5.84,9
en(gare)ard,prs,2094.69,62.11,113.07,9
vi(répéter),pr,0.41,113.0,,9
ob(abri)ple,prs,0.93,32.9899999999999,7.91,9
(vessie)ail,rs,,3.21,29.13,9
par(zéro)ce,prs,44.24,32.85,0.38,9
a(selle)ine,prs,2142.22,11.3,56.3199999999999,9
bi(bâcler)s,prs,13.32,0.82,2.31,9
dys(que)ané,prs,0.86,4100.9,6.66,9
ex(miso)ars,prs,79.38,0.23,1.08,9
ob(agora)oi,prs,0.93,0.23,5.84,9
é(tu)ad[VB],prs,320.17,14669.79,0.95,9
ad(côté)ier,prs,28.56,286.83,847.1,9
con(aire)é2,prs,190.18,5.54,2.42,9
a(vide)illé,prs,2142.22,108.41,0.19,9
(dance)inet,rs,,0.94,1.02,9
ad(tout)ple,prs,28.56,7472.21999999999,7.91,9
a(abus)eton,prs,2142.22,22.22,0.48,9
pour(cas)en,prs,94.1399999999999,298.53,22.18,9
ab(dorer)is,prs,1.44,10.34,19.93,9
ob(gué)isse,prs,0.93,1.0,0.95,9
(tampon)iér,rs,,4.83,0.01,9
soubre(ça)i,prs,0.53,8971.85,9.2,9
ana(silo)um,prs,1.48,1.22,10.79,9
bi(ambigu)é,prs,13.32,2.94,846.24,9
é(mémé)etés,prs,320.17,8.15,7.22,9
ver(myxom)é,prs,0.98,0.03,846.24,9
péri(ou)end,prs,6.71,1584.09,14.51,9
en(grès)ide,prs,2094.69,0.31,29.06,9
eu(glu)ûres,prs,1.11,2.8,3.82,9
au(mot)oche,prs,87.29,104.72,3.16,9
pro(torve)i,prs,37.76,0.02,9.2,9
(traître)ex,rs,,32.93,0.42,9
re(maid)dre,prs,6595.02,0.65,50.12,9
en(rôder)um,prs,2094.69,6.35999999999999,10.79,9
ex(oeil)ime,prs,79.38,101.119999999999,9.5,9
ad(zone)ain,prs,28.56,54.13,805.679999999999,9
in(feu)ment,prs,1478.96,237.8,5042.80999999999,9
uni(feu)eau,prs,6.45,237.8,436.9,9
mi(ptère)ar,prs,38.47,13.96,1.54,9
as(agir)ier,prs,248.66,263.19,847.1,9
dé(pelle)ot,prs,1752.69,10.39,58.0999999999999,9
épi(vac)ûre,prs,1.27,69.5099999999999,7.59,9
uni(des)ite,prs,6.45,6057.32,30.57,9
sau(cage)al,prs,0.04,19.51,1125.04,9
apo(blouse),pr,0.17,12.86,,9
per(équ)aye,prs,1.01,5.7,3.66,9
dé(way)eure,prs,1752.69,0.17,0.35,9
pén(seiz)ïa,prs,2.1,1.12,2.03,9
é(envoi)eux,prs,320.17,7.18,1027.7,9
au(vérité)u,prs,87.29,334.159999999999,21.57,9
au(aimer)ie,prs,87.29,1744.53,435.78,9
in(nova)ion,prs,1478.96,0.55,3498.54,9
eu(lieu)aul,prs,1.11,181.85,1.35,9
bis(fumer)i,prs,0.03,145.35,9.2,9
dé(pop)eron,prs,1752.69,5.46,9.63,9
en(souche)m,prs,2094.69,4.93,1.33,9
para(poup)u,prs,17.47,0.2,21.57,9
mé(mesure)},prs,36.91,53.09,0.21,9
(bibine)ère,rs,,0.71,86.54,9
dé(beurre)o,prs,1752.69,17.31,64.91,9
é(courir)ou,prs,320.17,502.44,18.39,9
(cake)­[VB],rs,,2.57,0.09,9
(acabit)ère,rs,,0.17,86.54,9
mi(rat)èche,prs,38.47,47.6699999999999,0.02,9
é(trist)ars,prs,320.17,2.05999999999999,1.08,9
per(valoir),pr,1.01,308.48,,9
mono(gué)as,prs,6.88,1.0,0.05,9
é(chlore)ol,prs,320.17,1.45,39.3799999999999,9
eu(fils)eur,prs,1.11,527.97,2127.06,9
é(écart)èse,prs,320.17,42.05,0.15,9
ab(pét)acle,prs,1.44,16.44,0.7,9
dé(tache)re,prs,1752.69,52.38,17.02,9
au(gel)sant,prs,87.29,39.39,0.62,9
pour(kiki)u,prs,94.1399999999999,0.53,21.57,9
(semestre)m,rs,,3.24,1.33,9
as(aise)oit,prs,248.66,48.63,0.05,9
pour(gué)é2,prs,94.1399999999999,1.0,2.42,9
dé(mites)é2,prs,1752.69,0.82,2.42,9
para(bine)o,prs,17.47,0.58,64.91,9
mé(brun)oie,prs,36.91,20.7999999999999,0.04,9
sé(ébats)en,prs,1.22,0.41,22.18,9
com(au)être,prs,28.22,4634.76999999999,0.47,9
post(mer)oy,prs,0.81,147.359999999999,0.79,9
ob(trio)oit,prs,0.93,2.3,0.05,9
hémi(las)oy,prs,1.0,10.4,0.79,9
bi(rime)èle,prs,13.32,9.04,3.87,9
ex(nom)acle,prs,79.38,666.0,0.7,9
re(cité)éon,prs,6595.02,21.65,3.28,9
ad(date)oul,prs,28.56,40.93,0.12,9
eu(nana)ier,prs,1.11,39.57,847.1,9
mono(em)ané,prs,6.88,0.18,6.66,9
sau(étole)o,prs,0.04,0.29,64.91,9
pré(grave)o,prs,209.31,158.52,64.91,9
ob(toux)ote,prs,0.93,12.7199999999999,15.2499999999999,9
para(sud)ie,prs,17.47,29.48,435.78,9
(loisir)ard,rs,,5.09,113.07,9
en(naze)et1,prs,2094.69,8.1,1.48,9
dé(pli)able,prs,1752.69,14.7999999999999,1042.69,9
(geisha)bil,rs,,2.23,0.02,9
eu(égard)ex,prs,1.11,9.19,0.42,9
ex(filou)ar,prs,79.38,2.49,1.54,9
(puisque)é2,rs,,59.09,2.42,9
su(resto)ou,prs,0.0,10.4599999999999,18.39,9
uni(lot)ine,prs,6.45,13.2999999999999,56.3199999999999,9
sus(choc)an,prs,20.1599999999999,52.77,29.2899999999999,9
infra(ce)oi,prs,2.06,10360.53,5.84,9
bi(mener)ou,prs,13.32,729.78,18.39,9
ad(pus)lège,prs,28.56,2.85,2.35,9
hypo(vex)ex,prs,10.42,0.05,0.42,9
in(trame)as,prs,1478.96,8.47,0.05,9
par(thé)dre,prs,44.24,69.13,50.12,9
vi(abbé)èse,prs,0.41,7.87,0.15,9
co(clair)ot,prs,73.72,213.31,58.0999999999999,9
per(store)u,prs,1.01,3.58,21.57,9
syn(sa)éria,prs,28.31,1276.38,4.08,9
anti(book)},prs,9.51,1.65,0.21,9
bi(juda)oïd,prs,13.32,1.28,0.08,9
re(soeur)in,prs,6595.02,184.98,109.48,9
su(spot)aud,prs,0.0,3.5,106.029999999999,9
mi(évan)ail,prs,38.47,0.0,29.13,9
bi(saga)ier,prs,13.32,0.73,847.1,9
con(garde)s,prs,190.18,487.1,2.31,9
syn(défect),pr,28.31,1.74,,9
tri(vos)end,prs,12.7399999999999,649.07,14.51,9
su(flac)ite,prs,0.0,0.01,30.57,9
eu(voix)éon,prs,1.11,130.83,3.28,9
pan(balai)m,prs,3.88999999999999,23.4499999999999,1.33,9
mé(tome)éon,prs,36.91,0.88,3.28,9
as(alpha)é2,prs,248.66,7.37,2.42,9
con(non)ium,prs,190.18,4043.8,6.47999999999999,9
é(usine)eut,prs,320.17,51.6299999999999,6.61,9
syn(gars)ie,prs,28.31,542.719999999999,435.78,9
eu(effac)oi,prs,1.11,0.36,5.84,9
co(baro)eux,prs,73.72,0.56,1027.7,9
bi(miso)ène,prs,13.32,0.23,1.21,9
ob(ticket)o,prs,0.93,24.25,64.91,9
au(jeux)ore,prs,87.29,34.8099999999999,5.18999999999999,9
bi(harpe)ou,prs,13.32,8.39,18.39,9
as(avant)an,prs,248.66,799.74,29.2899999999999,9
post(mû)ell,prs,0.81,0.19,5.21,9
mi(base)ité,prs,38.47,246.089999999999,1491.88,9
(adieu)aire,rs,,84.13,853.76,9
(soute)iche,rs,,2.62,2.17999999999999,9
anti(déni)o,prs,9.51,0.89,64.91,9
as(pota)éon,prs,248.66,2.15,3.28,9
dys(étang)é,prs,0.86,7.1,846.24,9
ab(aéro)ore,prs,1.44,53.8,5.18999999999999,9
uni(fond)ot,prs,6.45,17.53,58.0999999999999,9
sur(leur)ot,prs,248.22,534.17,58.0999999999999,9
su(seul)ium,prs,0.0,1287.33,6.47999999999999,9
(fouet)éria,rs,,15.13,4.08,9
apo(nase)um,prs,0.17,2.17,10.79,9
é(radi)sant,prs,320.17,14.75,0.62,9
entre(cas)u,prs,18.95,298.53,21.57,9
as(cahot)um,prs,248.66,0.08,10.79,9
ultra(né)é2,prs,0.03,93.33,2.42,9
a(dense)ade,prs,2142.22,2.33,65.47,9
mi(vide)ise,prs,38.47,108.41,75.3999999999999,9
dé(pole)iér,prs,1752.69,2.47,0.01,9
eu(cidre)il,prs,1.11,2.0,12.29,9
ver(eaux)ar,prs,0.98,15.14,1.54,9
en(hier)ien,prs,2094.69,223.77,291.01,9
dé(bio)aste,prs,1752.69,22.72,8.28,9
dys(mourir),pr,0.86,440.31,,9
é(tombe)ard,prs,320.17,140.53,113.07,9
ex(jeu)isse,prs,79.38,160.31,0.95,9
é(faner)sse,prs,320.17,2.41,37.89,9
sus(oie)ime,prs,20.1599999999999,9.21999999999999,9.5,9
para(mûr)is,prs,17.47,13.88,19.93,9
mé(oeuf)ada,prs,36.91,39.41,1.04,9
mi(gène)ose,prs,38.47,41.24,12.7,9
é(dur)ifier,prs,320.17,220.29,49.0699999999999,9
dys(cire)oi,prs,0.86,14.76,5.84,9
ab(sel)oire,prs,1.44,31.2999999999999,114.259999999999,9
in(pou)bule,prs,1478.96,1.92,0.96,9
a(cat)icide,prs,2142.22,0.04,12.37,9
sé(rame)ure,prs,1.22,12.0799999999999,595.65,9
pén(ouate)},prs,2.1,0.26,0.21,9
vi(bond)one,prs,0.41,13.9599999999999,1.39,9
(péchés)ide,rs,,15.13,29.06,9
ab(moto)ère,prs,1.44,208.55,86.54,9
apo(grue)ie,prs,0.17,4.76,435.78,9
é(tarte)ail,prs,320.17,14.32,29.13,9
as(vex)ieus,prs,248.66,0.05,0.2,9
in(phém)age,prs,1478.96,1.11,707.48,9
co(mare)aye,prs,73.72,10.09,3.66,9
in(ouest)ce,prs,1478.96,36.6,0.38,9
(fusain)ené,rs,,0.32,0.77,9
en(ferry)ex,prs,2094.69,1.98,0.42,9
é(sourd)ien,prs,320.17,30.99,291.01,9
para(fan)an,prs,17.47,26.5999999999999,29.2899999999999,9
ob(make)eur,prs,0.93,1.62,2127.06,9
bi(tôle)ait,prs,13.32,3.58,0.0,9
en(cast)ide,prs,2094.69,2.99,29.06,9
(dattes)ium,rs,,0.71,6.47999999999999,9
au(rotin)ie,prs,87.29,0.13,435.78,9
mé(gilet)en,prs,36.91,6.06,22.18,9
(galon)eton,rs,,3.17,0.48,9
as(quint)ex,prs,248.66,0.52,0.42,9
sus(sas)iau,prs,20.1599999999999,3.26,0.95,9
ob(bigre)ou,prs,0.93,0.28,18.39,9
ad(lire)ell,prs,28.56,249.02,5.21,9
(ambigu)end,rs,,2.94,14.51,9
pén(paon)al,prs,2.1,1.2,1125.04,9
ob(cosmo)oy,prs,0.93,2.58,0.79,9
sub(rap)mat,prs,3.90999999999999,3.82,1.37,9
au(faute)in,prs,87.29,1489.26,109.48,9
sé(radio)al,prs,1.22,82.23,1125.04,9
dys(beuv)at,prs,0.86,0.26,166.91,9
con(usai)ou,prs,190.18,0.0,18.39,9
sous(lycée),pr,98.6,46.09,,9
sus(ruse)ir,prs,20.1599999999999,16.1199999999999,168.27,9
ex(foir)ium,prs,79.38,31.2099999999999,6.47999999999999,9
pan(vos)end,prs,3.88999999999999,649.07,14.51,9
a(alors)ère,prs,2142.22,1777.65,86.54,9
dé(acte)elé,prs,1752.69,301.26,1.14,9
au(ver)able,prs,87.29,10.23,1042.69,9
pré(moi)ois,prs,209.31,3696.27,80.02,9
com(moi)aul,prs,28.22,3696.27,1.35,9
dys(savoie),pr,0.86,0.1,,9
vi(bêta)arc,prs,0.41,4.26,0.0,9
bi(être)et1,prs,13.32,42435.68,1.48,9
dé(cas)oche,prs,1752.69,298.53,3.16,9
(soluble)é2,rs,,0.5,2.42,9
ab(déjà)ain,prs,1.44,692.73,805.679999999999,9
hypo(rat)ar,prs,10.42,47.6699999999999,1.54,9
per(cou)uch,prs,1.01,43.71,0.87,9
vi(gel)lège,prs,0.41,39.39,2.35,9
(urger)aise,rs,,84.07,9.25,9
é(brume)ais,prs,320.17,6.47,98.63,9
in(gigot)ar,prs,1478.96,2.48,1.54,9
in(dent)ice,prs,1478.96,96.9399999999999,312.58,9
a(cru)ment1,prs,2142.22,120.72,2.38,9
é(sioux)age,prs,320.17,0.43,707.48,9
(nectar)ade,rs,,2.28,65.47,9
mé(roide)ou,prs,36.91,0.04,18.39,9
ob(gomm)eux,prs,0.93,2.67,1027.7,9
en(puer)ine,prs,2094.69,37.8799999999999,56.3199999999999,9
vi(rend)nce,prs,0.41,84.25,1491.29,9
eu(ci)ment1,prs,1.11,10.23,2.38,9
per(ronc)ie,prs,1.01,0.0,435.78,9
uni(lui)mat,prs,6.45,2314.15,1.37,9
a(prude)eul,prs,2142.22,0.81,2.42,9
ana(saga)oi,prs,1.48,0.73,5.84,9
per(star)oy,prs,1.01,41.17,0.79,9
mi(aide)ené,prs,38.47,867.02,0.77,9
en(sey)ande,prs,2094.69,0.02,9.62999999999999,9
pén(défi)oi,prs,2.1,24.2599999999999,5.84,9
anti(quai)m,prs,9.51,14.01,1.33,9
sé(cyan)aul,prs,1.22,2.23,1.35,9
é(lys)ique2,prs,320.17,2.41,1.48,9
sau(cuba)ce,prs,0.04,5.89,0.38,9
en(ma)isson,prs,2094.69,2670.39,1.13,9
é(honte)ell,prs,320.17,113.38,5.21,9
sus(me)oche,prs,20.1599999999999,4932.05,3.16,9
pour(duct)s,prs,94.1399999999999,0.45,2.31,9
com(zizi)er,prs,28.22,2.69,316.04,9
pour(labor),pr,94.1399999999999,33.83,,9
dys(troc)ot,prs,0.86,1.64,58.0999999999999,9
sé(saké)ien,prs,1.22,2.55,291.01,9
bi(joue)nce,prs,13.32,41.03,1491.29,9
a(alerte)et,prs,2142.22,32.51,229.51,9
co(ski)ette,prs,73.72,19.11,295.429999999999,9
syn(osier)o,prs,28.31,0.35,64.91,9
ad(aduler)u,prs,28.56,0.5,21.57,9
ver(brut)al,prs,0.98,67.24,1125.04,9
co(or)iatre,prs,73.72,132.799999999999,11.39,9
(diadème)in,rs,,1.38,109.48,9
ab(tollé)ot,prs,1.44,0.19,58.0999999999999,9
(canal)eret,rs,,18.06,0.42,9
dé(quoi)ule,prs,1752.69,4487.17,6.53,9
mi(tic)aire,prs,38.47,3.1,853.76,9
ex(grog)nce,prs,79.38,0.64,1491.29,9
au(loyer)on,prs,87.29,17.18,331.19,9
ob(thon)ain,prs,0.93,5.66,805.679999999999,9
mi(libre)in,prs,38.47,315.18,109.48,9
sau(marre)},prs,0.04,61.14,0.21,9
pan(secte)m,prs,3.88999999999999,5.15,1.33,9
mi(vif)inet,prs,38.47,14.41,1.02,9
par(grass)s,prs,44.24,0.06,2.31,9
re(marque)u,prs,6595.02,189.79,21.57,9
eu(ci)arade,prs,1.11,10.23,2.58,9
bi(fard)ate,prs,13.32,7.17,4.15,9
eu(agir)ice,prs,1.11,263.19,312.58,9
anti(rog)en,prs,9.51,0.31,22.18,9
é(rugby)eux,prs,320.17,1.14,1027.7,9
